"112年04月11日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1101","台泥","1.34","111","50.61","1.26","111/4",
"1102","亞泥","5.22","111","13.01","0.97","111/4",
"1103","嘉泥","3.44","110","-","0.57","111/4",
"1104","環泥","5.64","111","8.53","0.83","111/4",
"1108","幸福","5.19","111","10.69","1.27","111/4",
"1109","信大","4.66","111","14.66","0.75","111/4",
"1110","東泥","0.56","111","68.08","1.17","111/4",
"1201","味全","1.20","111","42.55","1.40","111/4",
"1203","味王","2.88","111","14.54","1.64","111/4",
"1210","大成","3.89","110","19.85","2.08","111/4",
"1213","大飲","0.00","110","-","1.11","111/4",
"1215","卜蜂","4.72","110","16.04","2.78","111/4",
"1216","統一","4.26","111","24.47","3.34","111/4",
"1217","愛之味","3.52","111","20.27","0.83","111/4",
"1218","泰山","3.26","110","2.52","1.19","111/4",
"1219","福壽","5.10","110","21.55","1.58","111/4",
"1220","台榮","1.18","111","65.38","1.35","111/4",
"1225","福懋油","2.60","110","36.45","3.88","111/4",
"1227","佳格","3.19","111","30.22","2.10","111/4",
"1229","聯華","3.43","111","22.17","2.30","111/4",
"1231","聯華食","2.87","111","23.32","3.95","111/4",
"1232","大統益","4.00","111","19.56","4.66","111/4",
"1233","天仁","2.44","111","61.05","2.12","111/4",
"1234","黑松","4.97","111","16.40","0.79","111/4",
"1235","興泰","5.47","110","13.50","1.43","111/4",
"1236","宏亞","4.24","111","6.02","0.87","111/4",
"1256","鮮活果汁-KY","1.97","111","27.68","3.06","111/4",
"1301","台塑","4.54","111","16.30","1.65","111/4",
"1303","南亞","3.85","111","19.23","1.65","111/4",
"1304","台聚","2.60","111","18.55","1.18","111/4",
"1305","華夏","1.12","111","-","1.64","111/4",
"1307","三芳","3.79","111","17.88","0.99","111/4",
"1308","亞聚","4.05","111","12.15","1.24","111/4",
"1309","台達化","2.33","111","20.67","1.19","111/4",
"1310","台苯","1.40","111","-","1.16","111/4",
"1312","國喬","9.80","110","-","0.58","111/4",
"1313","聯成","1.33","111","-","0.76","111/4",
"1314","中石化","4.01","110","166.33","0.48","111/4",
"1315","達新","8.12","111","9.97","0.67","111/4",
"1316","上曜","5.07","111","19.71","1.06","111/4",
"1319","東陽","5.32","111","12.90","1.17","111/4",
"1321","大洋","1.86","110","-","1.41","111/4",
"1323","永裕","3.33","111","15.94","1.22","111/4",
"1324","地球","1.74","111","191.67","0.91","111/4",
"1325","恆大","2.11","111","124.47","0.73","111/4",
"1326","台化","1.36","111","55.56","1.26","111/4",
"1337","再生-KY","0.00","110","-","0.38","111/4",
"1338","廣華-KY","4.38","111","28.04","0.59","111/4",
"1339","昭輝","6.63","111","8.21","0.90","111/4",
"1340","勝悅-KY","0.00","110","-","0.36","111/4",
"1341","富林-KY","8.76","111","11.88","2.95","111/4",
"1342","八貫","3.48","111","21.31","5.31","111/4",
"1402","遠東新","4.25","111","20.92","0.81","111/4",
"1409","新纖","5.57","111","10.26","0.82","111/4",
"1410","南染","2.08","111","42.83","2.20","111/4",
"1413","宏洲","0.00","110","12.72","1.03","111/4",
"1414","東和","1.79","111","38.09","1.27","111/4",
"1416","廣豐","4.46","111","21.96","0.57","111/4",
"1417","嘉裕","2.78","111","23.75","0.93","111/4",
"1418","東華","0.00","110","40.50","0.72","111/4",
"1419","新紡","2.46","110","5.87","1.03","111/4",
"1423","利華","0.96","111","39.34","0.95","111/4",
"1432","大魯閣","0.00","110","-","2.00","111/4",
"1434","福懋","5.30","111","14.01","0.85","111/4",
"1436","華友聯","8.96","111","8.86","1.70","111/4",
"1437","勤益控","2.80","111","14.28","0.82","111/4",
