"112年04月07日 個股日本益比、殖利率及股價淨值比"
"證券代號","證券名稱","殖利率(%)","股利年度","本益比","股價淨值比","財報年/季",
"1909","榮成","1.46","111","-","0.94","111/4",
"2002","中鋼","3.25","111","26.32","1.47","111/4",
"2006","東和鋼鐵","6.09","111","10.51","1.46","111/4",
"2007","燁興","0.00","110","-","0.89","111/4",
"2008","高興昌","2.51","111","35.63","1.42","111/4",
"2009","第一銅","1.16","111","62.82","2.75","111/4",
"2010","春源","3.75","111","16.84","0.92","111/4",
"2012","春雨","6.05","111","12.85","1.61","111/4",
"2013","中鋼構","2.93","111","24.17","2.21","111/4",
"2014","中鴻","1.32","111","-","2.23","111/4",
"2015","豐興","5.87","111","12.92","1.82","111/4",
"2017","官田鋼","4.52","111","25.65","1.37","111/4",
"2020","美亞","4.27","111","19.50","1.63","111/4",
"2022","聚亨","0.00","110","-","1.15","111/4",
"2023","燁輝","6.41","110","38.05","0.98","111/4",
"2024","志聯","1.81","111","40.31","1.59","111/4",
"2025","千興","0.00","110","1.98","1.05","111/4",
"2027","大成鋼","9.81","111","6.66","1.27","111/4",
"2028","威致","4.76","111","11.82","2.04","111/4",
"2029","盛餘","3.96","111","16.56","0.86","111/4",
"2030","彰源","6.42","111","8.84","1.25","111/4",
"2031","新光鋼","2.15","111","37.85","1.60","111/4",
"2032","新鋼","1.02","111","67.59","1.50","111/4",
"2033","佳大","1.27","110","-","1.24","111/4",
"2034","允強","5.15","111","25.13","1.25","111/4",
"2038","海光","2.30","111","18.75","1.08","111/4",
"2049","上銀","2.19","111","19.83","2.56","111/4",
"2059","川湖","5.17","111","9.08","2.36","111/4",
"2062","橋椿","4.34","111","6.26","0.63","111/4",
"2069","運錩","5.01","111","17.20","0.80","111/4",
"2101","南港","0.00","110","-","3.31","111/4",
"2102","泰豐","0.00","110","-","2.52","111/4",
"2103","台橡","3.85","111","12.99","1.25","111/4",
"2104","國際中橡","0.51","111","28.29","0.57","111/4",
"2105","正新","3.80","111","24.05","1.42","111/4",
"2106","建大","3.18","111","84.86","1.47","111/4",
"2107","厚生","5.44","111","10.45","0.63","111/4",
"2108","南帝","5.01","111","16.49","1.36","111/4",
"2109","華豐","6.14","111","13.95","1.27","111/4",
"2114","鑫永銓","5.03","111","19.76","2.58","111/4",
"2115","六暉-KY","4.05","111","14.08","1.05","111/4",
"2201","裕隆","1.35","111","-","1.53","111/4",
"2204","中華","6.21","111","-","1.10","111/4",
"2206","三陽工業","4.37","111","10.47","1.83","111/4",
"2207","和泰車","0.35","111","-","8.33","111/4",
"2208","台船","0.00","110","-","2.17","111/4",
"2211","長榮鋼","8.85","111","9.08","1.09","111/4",
"2227","裕日車","4.65","110","24.25","3.04","111/4",
"2228","劍麟","4.84","111","13.85","1.51","111/4",
"2231","為升","1.51","111","39.57","6.09","111/4",
"2233","宇隆","4.48","110","11.68","2.12","111/4",
"2236","百達-KY","11.63","110","23.60","1.56","111/4",
"2239","英利-KY","0.65","111","62.14","0.79","111/4",
"2241","艾姆勒","0.00","110","-","2.33","111/4",
"2243","宏旭-KY","0.00","110","-","1.97","111/4",
"2247","汎德永業","5.70","111","14.39","1.74","111/4",
"2250","IKKA-KY","4.42","110","21.83","1.30","111/4",
"2301","光寶科","6.15","111","11.90","2.07","111/4",
"2302","麗正","3.46","111","21.79","2.08","111/4",
"2303","聯電","6.87","111","7.52","1.96","111/4",
"2305","全友","0.00","110","411.67","2.29","111/4",
"2308","台達電","3.35","111","23.37","4.09","111/4",
"2312","金寶","2.28","111","19.06","1.09","111/4",
"2313","華通","5.82","111","6.92","1.43","111/4",
"2314","台揚","0.00","110","-","4.91","111/4",
"2316","楠梓電","1.74","111","10.21","0.65","111/4",
"2317","鴻海","5.15","111","10.09","0.98","111/4",
"2321","東訊","0.00","110","77.10","3.41","111/4",
"2323","中環","1.25","110","-","0.53","111/4",
"2324","仁寶","4.68","111","15.36","0.96","111/4",
"2327","國巨","1.94","111","9.47","1.77","111/4",
"2328","廣宇","2.56","110","15.29","1.57","111/4",
"2329","華泰","4.83","110","10.51","1.56","111/4",
"2330","台積電","2.07","111","13.55","4.67","111/4",
"2331","精英","3.62","111","14.08","1.07","111/4",
"2332","友訊","1.17","111","104.17","1.26","111/4",
"2337","旺宏","5.12","111","7.26","1.24","111/4",
"2338","光罩","2.69","111","27.14","4.20","111/4",
"2340","台亞","7.61","110","48.05","2.03","111/4",
"2342","茂矽","4.33","111","13.13","2.71","111/4",
"2344","華邦電","3.77","111","8.15","1.12","111/4",
"2345","智邦","2.43","111","21.12","8.44","111/4",
"2347","聯強","5.77","111","6.43","1.40","111/4",
"2348","海悅","7.33","111","10.66","1.72","111/4",
"2349","錸德","0.00","110","-","1.05","111/4",
"2351","順德","2.41","111","25.78","3.65","111/4",
"2352","佳世達","6.18","111","7.70","1.56","111/4",
"2353","宏碁","5.29","111","16.98","1.29","111/4",
"2354","鴻準","2.88","111","18.38","0.76","111/4",
"2355","敬鵬","2.60","111","26.12","0.82","111/4",
"2356","英業達","4.76","111","18.42","1.90","111/4",
"2357","華碩","5.56","111","13.65","0.94","111/4",
"2358","廷鑫","2.14","110","1,260.00","0.89","111/4",
"2359","所羅門","4.76","111","11.80","1.10","111/4",
"2360","致茂","4.43","111","14.98","3.58","111/4",
"2362","藍天","4.96","111","21.45","0.42","111/4",
"2363","矽統","5.32","111","28.92","0.92","111/4",
"2364","倫飛","2.31","111","33.64","7.75","111/4",
"2365","昆盈","1.90","111","42.00","0.79","111/4",
"2367","燿華","0.00","110","30.73","1.19","111/4",
"2368","金像電","3.67","111","10.15","3.24","111/4",
"2369","菱生","2.01","111","27.18","0.98","111/4",
"2371","大同","0.00","110","8.16","1.49","111/4",
"2373","震旦行","5.95","111","13.50","2.35","111/4",
"2374","佳能","4.98","110","42.77","0.93","111/4",
"2375","凱美","2.07","111","12.88","0.89","111/4",
"2376","技嘉","8.96","110","13.02","2.37","111/4",
"2377","微星","4.58","111","12.21","2.51","111/4",
"2379","瑞昱","7.12","110","12.00","4.16","111/4",
"2380","虹光","0.00","110","-","1.88","111/4",
"2382","廣達","6.68","111","11.96","2.05","111/4",
"2383","台光電","4.74","111","11.78","2.71","111/4",
"2385","群光","7.84","111","9.35","1.92","111/4",
"2387","精元","7.89","111","5.93","0.95","111/4",
"2388","威盛","1.17","110","-","3.27","111/4",
"2390","云辰","7.97","110","-","0.91","111/4",
"2392","正崴","5.26","111","13.31","0.83","111/4",
"2393","億光","6.19","111","14.53","0.98","111/4",
"2395","研華","3.12","111","25.52","6.27","111/4",
"2397","友通","5.81","111","14.92","2.43","111/4",
"2399","映泰","7.57","110","226.43","1.26","111/4",
"2401","凌陽","2.41","111","67.16","1.58","111/4",
"2402","毅嘉","3.74","111","22.29","1.31","111/4",
"2404","漢唐","7.13","111","9.87","3.79","111/4",
"2405","輔信","0.00","110","75.94","1.14","111/4",
"2406","國碩","0.00","110","-","1.61","111/4",
"2408","南亞科","3.10","111","14.53","1.17","111/4",
"2409","友達","4.32","111","-","0.77","111/4",
"2412","中華電","3.88","111","25.74","2.46","111/4",
"2413","環科","1.43","111","16.91","2.18","111/4",
"2414","精技","7.36","111","11.02","1.79","111/4",
"2415","錩新","2.65","111","2,455.00","1.35","111/4",
"2417","圓剛","0.84","111","108.64","1.11","111/4",
"2419","仲琦","5.33","111","18.77","1.71","111/4",
"2420","新巨","7.96","111","9.92","1.83","111/4",
"2421","建準","5.03","111","11.91","2.49","111/4",
"2423","固緯","5.93","111","12.12","1.86","111/4",
"2424","隴華","0.00","110","-","3.66","111/4",
"2425","承啟","1.88","110","9.64","1.53","111/4",
"2426","鼎元","5.42","110","-","1.40","111/4",
"2427","三商電","2.24","111","15.00","1.18","111/4",
"2428","興勤","3.55","111","14.18","2.21","111/4",
"2429","銘旺科","0.00","110","-","3.32","111/4",
"2430","燦坤","9.36","111","8.42","1.06","111/4",
"2431","聯昌","0.91","111","121.67","0.84","111/4",
"2433","互盛電","6.94","111","13.38","1.90","111/4",
"2434","統懋","0.00","110","-","2.24","111/4",
"2436","偉詮電","2.23","111","64.70","3.01","111/4",
"2438","翔耀","0.00","110","-","2.59","111/4",
"2439","美律","5.11","111","13.19","1.56","111/4",
"2440","太空梭","0.00","110","-","1.13","111/4",
"2441","超豐","6.84","111","9.75","1.47","111/4",
"2442","新美齊","1.02","111","29.73","1.09","111/4",
"2443","昶虹","0.00","110","8.08","1.24","111/4",
"2444","兆勁","0.00","110","14.19","1.71","111/4",
"2449","京元電子","7.23","111","8.66","1.64","111/4",
"2450","神腦","6.23","111","13.84","1.44","111/4",
"2451","創見","7.62","111","12.85","1.61","111/4",
"2453","凌群","3.28","111","26.69","3.27","111/4",
"2454","聯發科","10.15","111","10.09","2.71","111/4",
"2455","全新","2.43","111","32.03","5.67","111/4",
"2457","飛宏","0.00","110","328.95","3.77","111/4",
"2458","義隆","6.01","111","13.36","3.23","111/4",
"2459","敦吉","6.68","111","10.48","1.16","111/4",
"2460","建通","1.61","110","-","1.33","111/4",
"2461","光群雷","8.07","111","12.67","1.21","111/4",
"2462","良得電","1.96","111","20.50","1.61","111/4",
"2464","盟立","4.73","111","14.47","1.72","111/4",
"2465","麗臺","5.13","110","-","4.51","111/4",
"2466","冠西電","0.54","111","52.88","3.09","111/4",
"2467","志聖","7.50","111","10.46","2.36","111/4",
"2468","華經","2.37","111","27.86","1.48","111/4",
"2471","資通","5.78","111","16.17","2.65","111/4",
"2472","立隆電","5.43","111","8.58","1.55","111/4",
"2474","可成","5.52","110","12.12","0.80","111/4",
"2476","鉅祥","3.99","111","12.66","1.89","111/4",
"2477","美隆電","3.77","111","35.93","0.83","111/4",
"2478","大毅","8.58","110","10.81","1.04","111/4",
"2480","敦陽科","6.49","111","13.97","3.28","111/4",
"2481","強茂","4.20","111","15.54","2.01","111/4",
"2482","連宇","2.30","111","22.92","4.39","111/4",
"2483","百容","3.93","111","16.53","1.07","111/4",
"2484","希華","5.75","111","7.94","1.49","111/4",
"2485","兆赫","0.00","110","-","1.02","111/4",
"2486","一詮","1.40","111","60.85","1.55","111/4",
"2488","漢平","8.05","111","8.04","1.06","111/4",
"2489","瑞軒","12.44","110","-","0.60","111/4",
"2491","吉祥全","0.88","110","-","1.17","111/4",
"2492","華新科","4.76","110","27.85","1.04","111/4",
"2493","揚博","7.56","111","10.21","2.19","111/4",
"2495","普安","2.70","111","28.53","1.47","111/4",
"2496","卓越","6.17","111","12.86","1.25","111/4",
"2497","怡利電","0.90","111","27.70","4.68","111/4",
"2498","宏達電","0.00","110","-","2.08","111/4",
"2501","國建","3.50","110","16.49","0.81","111/4",
"2504","國產","7.19","111","7.92","1.41","111/4",
"2505","國揚","5.46","110","14.30","0.73","111/4",
"2506","太設","3.26","111","5.79","0.46","111/4",
"2509","全坤建","0.00","110","-","0.80","111/4",
"2511","太子","4.22","111","13.02","0.75","111/4",
"2514","龍邦","0.00","110","19.01","0.59","111/4",
"2515","中工","5.72","111","17.15","0.63","111/4",
"2516","新建","0.00","110","-","0.82","111/4",
"2520","冠德","5.76","111","7.05","0.89","111/4",
"2524","京城","0.00","110","11.68","0.68","111/4",
"2527","宏璟","4.41","111","19.40","0.64","111/4",
"2528","皇普","2.04","111","38.89","1.80","111/4",
"2530","華建","2.15","111","35.37","1.56","111/4",
"2534","宏盛","7.63","111","5.52","0.73","111/4",
"2535","達欣工","7.41","111","9.22","1.19","111/4",
"2536","宏普","0.00","110","-","0.69","111/4",
"2537","聯上發","13.02","110","26.58","0.50","111/4",
"2538","基泰","3.91","110","29.09","0.96","111/4",
"2539","櫻花建","4.85","111","18.12","2.74","111/4",
"2540","愛山林","13.21","110","43.05","3.12","111/4",
"2542","興富發","12.01","110","18.53","1.55","111/4",
"2543","皇昌","3.22","111","9.15","0.85","111/4",
"2545","皇翔","10.09","111","7.89","1.22","111/4",
"2546","根基","6.50","111","7.71","1.93","111/4",
"2547","日勝生","2.20","110","113.50","0.73","111/4",
"2548","華固","8.06","111","8.71","1.34","111/4",
"2597","潤弘","8.10","111","11.09","3.50","111/4",
"2601","益航","0.00","110","915.00","0.72","111/4",
"2603","長榮","42.81","111","1.04","0.63","111/4",
"2605","新興","1.95","111","75.59","0.95","111/4",
"2606","裕民","5.21","111","11.06","1.49","111/4",
"2607","榮運","4.46","111","8.48","1.01","111/4",
"2608","嘉里大榮","4.34","111","14.30","1.54","111/4",
"2609","陽明","30.49","111","1.27","0.67","111/4",
"2610","華航","2.38","111","40.31","1.66","111/4",
"2611","志信","14.60","110","-","1.05","111/4",
"2612","中航","5.40","111","10.40","0.68","111/4",
"2613","中櫃","4.68","111","21.38","0.95","111/4",
"2614","東森","5.29","110","-","2.55","111/4",
"2615","萬海","7.20","111","2.09","0.86","111/4",
"2616","山隆","4.98","111","15.09","0.91","111/4",
"2617","台航","6.21","110","6.67","0.86","111/4",
"2618","長榮航","3.02","111","20.08","1.61","111/4",
"2630","亞航","1.89","111","237.50","1.60","111/4",
"2633","台灣高鐵","2.22","111","45.00","2.52","111/4",
"2634","漢翔","2.55","111","24.51","2.52","111/4",
"2636","台驊投控","12.90","111","4.24","1.24","111/4",
"2637","慧洋-KY","9.76","111","4.70","1.06","111/4",
"2642","宅配通","3.16","111","25.68","2.06","111/4",
"2645","長榮航太","3.92","111","22.77","3.30","111/4",
"2701","萬企","1.99","111","26.70","0.71","111/4",
"2702","華園","3.00","111","8.65","1.09","111/4",
"2704","國賓","1.42","111","11.82","0.96","111/4",
"2705","六福","0.00","110","-","0.67","111/4",
"2706","第一店","2.39","111","24.42","0.76","111/4",
"2707","晶華","3.26","111","39.00","8.12","111/4",
"2712","遠雄來","0.26","111","153.26","3.04","111/4",
"2722","夏都","2.42","111","35.87","2.87","111/4",
"2723","美食-KY","1.81","111","51.68","2.29","111/4",
"2727","王品","1.64","111","57.34","6.98","111/4",
"2731","雄獅","0.00","110","-","9.51","111/4",
"2739","寒舍","0.00","110","-","7.94","111/4",
"2748","雲品","1.49","111","40.70","4.02","111/4",
"2753","八方雲集","4.03","111","18.66","3.76","111/4",
"2801","彰銀","3.45","110","16.73","1.09","111/4",
"2809","京城銀","5.92","110","17.81","0.93","111/4",
"2812","台中銀","5.16","111","13.04","1.01","111/4",
"2816","旺旺保","6.56","110","-","0.71","111/4",
"2820","華票","6.04","110","19.35","0.91","111/4",
"2832","台產","3.61","110","11.18","0.76","111/4",
"2834","臺企銀","2.54","111","10.63","1.03","111/4",
"2836","高雄銀","0.00","111","16.40","0.95","111/4",
"2838","聯邦銀","3.83","111","16.83","0.97","111/4",
"2845","遠東銀","3.66","111","12.44","0.83","111/4",
"2849","安泰銀","4.97","110","27.22","0.88","111/4",
"2850","新產","4.99","111","8.03","1.07","111/4",
"2851","中再保","10.20","110","55.16","0.83","111/4",
"2852","第一保","4.60","111","8.41","0.62","111/4",
"2855","統一證","2.42","111","32.20","0.79","111/4",
"2867","三商壽","0.00","110","-","0.70","111/4",
"2880","華南金","4.99","110","17.68","1.66","111/4",
"2881","富邦金","6.15","110","16.99","1.41","111/4",
"2882","國泰金","8.28","110","18.29","1.14","111/4",
"2883","開發金","7.81","110","14.38","1.13","111/4",
"2884","玉山金","2.40","111","22.73","1.81","111/4",
"2885","元大金","4.24","111","13.02","1.09","111/4",
"2886","兆豐金","5.03","110","24.85","1.52","111/4",
"2887","台新金","6.61","110","14.61","1.07","111/4",
"2888","新光金","4.71","110","65.38","0.63","111/4",
"2889","國票金","9.39","110","33.11","1.15","111/4",
"2890","永豐金","4.82","111","11.86","1.23","111/4",
"2891","中信金","5.76","110","13.91","1.18","111/4",
"2892","第一金","4.53","110","16.99","1.56","111/4",
"2897","王道銀行","3.05","110","5.92","0.79","111/4",
"2901","欣欣","0.85","111","108.04","2.10","111/4",
"2903","遠百","4.79","111","16.75","1.03","111/4",
"2904","匯僑","3.09","111","15.25","1.38","111/4",
"2905","三商","7.17","110","-","1.32","111/4",
"2906","高林","3.47","111","27.90","1.17","111/4",
"2908","特力","6.11","111","24.36","1.51","111/4",
"2910","統領","1.66","110","54.91","2.22","111/4",
"2911","麗嬰房","0.00","110","-","1.00","111/4",
"2912","統一超","3.34","111","30.18","7.68","111/4",
"2913","農林","0.00","110","-","1.30","111/4",
"2915","潤泰全","3.53","111","4.97","0.76","111/4",
"2923","鼎固-KY","2.63","111","67.21","0.79","111/4",
"2929","淘帝-KY","0.00","110","11.31","0.51","111/4",
"2939","凱羿-KY","0.00","110","60.86","1.71","111/4",
"2945","三商家購","1.74","111","51.10","1.58","111/4",
"3002","歐格","1.23","111","202.50","0.99","111/4",
"3003","健和興","2.86","111","12.17","1.80","111/4",
"3004","豐達科","1.13","111","31.61","2.44","111/4",
"3005","神基","6.80","111","13.08","1.69","111/4",
"3006","晶豪科","2.14","111","21.93","1.99","111/4",
"3008","大立光","4.00","111","12.59","1.84","111/4",
